t,level,bass,mid,treble,flux,argmax
15.23229,0.08057,0.7706,0.5030,0.4220,0.07467,4
15.2439,0.08650,0.8115,0.5232,0.4729,0.03899,6
15.25551,0.09066,0.8239,0.5235,0.4927,0.01333,8
15.26712,0.09412,0.8111,0.5045,0.4905,0.00167,8
15.27873,0.09778,0.7891,0.4649,0.4669,0.00000,8
15.29034,0.09992,0.7706,0.4435,0.4322,0.00266,8
15.30195,0.09481,0.7251,0.4392,0.3989,0.00184,8
15.31356,0.08838,0.7108,0.4250,0.3666,0.00341,8
15.32517,0.07900,0.6801,0.3982,0.3390,0.00076,8
15.33678,0.07311,0.6400,0.3449,0.3047,0.00054,8
15.34839,0.06822,0.6251,0.3231,0.2703,0.00135,8
15.36,0.06490,0.6146,0.3229,0.2226,0.00319,8
15.37161,0.05986,0.6066,0.3039,0.1482,0.00020,8
15.38322,0.05699,0.5986,0.2915,0.0532,0.00053,8
15.39483,0.05363,0.5910,0.2983,0.0343,0.00302,8
15.40644,0.05061,0.5821,0.2845,0.0334,0.00084,8
15.41805,0.04728,0.5724,0.2941,0.0325,0.00425,8
15.42966,0.04545,0.5643,0.2888,0.0316,0.00075,8
15.44127,0.04320,0.5564,0.2871,0.0308,0.00100,8
15.45288,0.04184,0.5609,0.3319,0.0405,0.02373,8
15.46449,0.12285,0.6796,0.5019,0.2768,0.19165,8
15.4761,0.16767,0.7947,0.6078,0.4341,0.13178,6
15.48771,0.18969,0.8598,0.6558,0.5137,0.06611,8
15.49932,0.20186,0.8984,0.6814,0.5522,0.03407,6
15.51093,0.21448,0.9345,0.6786,0.5675,0.01584,6
15.52254,0.21938,0.9391,0.6585,0.5626,0.00470,6
15.53415,0.22756,0.9047,0.6224,0.5456,0.00122,1
15.54576,0.23015,0.8631,0.5756,0.5219,0.00107,0
15.55737,0.20602,0.8241,0.5434,0.4990,0.00146,0
15.56898,0.17277,0.8114,0.5147,0.4732,0.00089,0
15.58059,0.15521,0.7995,0.5145,0.4436,0.00394,0
15.5922,0.14005,0.8032,0.4979,0.4163,0.00241,0
15.60381,0.12503,0.7827,0.4955,0.3926,0.00390,1
15.61542,0.11821,0.7873,0.4730,0.3691,0.00324,1
15.62703,0.10391,0.7841,0.4495,0.3479,0.00209,1
15.63864,0.10071,0.7632,0.4402,0.3274,0.00207,1
15.65025,0.08558,0.7753,0.4254,0.3061,0.00518,1
15.66186,0.08492,0.7565,0.4158,0.2877,0.00153,1
15.67347,0.07167,0.7603,0.3959,0.2676,0.00215,1
15.68508,0.06995,0.7509,0.3724,0.2472,0.00221,1
15.69669,0.06217,0.7356,0.3765,0.2149,0.00581,1
15.7083,0.06699,0.7413,0.3980,0.1769,0.01151,1
15.71991,0.08374,0.7273,0.4573,0.3180,0.08743,1
15.73152,0.09225,0.7383,0.5075,0.4219,0.07055,1
15.74313,0.09918,0.7992,0.5260,0.4774,0.04407,1
15.75474,0.10401,0.8143,0.5251,0.5039,0.01754,1
15.76635,0.10803,0.8044,0.5140,0.5107,0.00698,1
15.77796,0.11129,0.7659,0.4673,0.5094,0.00197,4
15.78957,0.11355,0.7097,0.4589,0.4968,0.00376,4
15.80118,0.11087,0.7136,0.4576,0.4826,0.00512,4
15.81279,0.09892,0.6990,0.4494,0.4735,0.00178,4
15.8244,0.08952,0.6787,0.4288,0.4606,0.00110,4
15.83601,0.08591,0.6247,0.4349,0.4516,0.00513,4
15.84762,0.08644,0.6924,0.5413,0.4421,0.05087,4
15.85923,0.09052,0.7226,0.5946,0.4362,0.02664,4
15.87084,0.09210,0.7261,0.6250,0.4313,0.01337,4
15.88245,0.09317,0.7150,0.6384,0.4183,0.00585,17
15.89406,0.09229,0.7052,0.6328,0.4018,0.00577,17
15.90567,0.09475,0.7183,0.5950,0.3852,0.00619,15
15.91728,0.09366,0.7441,0.5231,0.3762,0.00823,13
15.92889,0.09145,0.7635,0.4921,0.3685,0.00504,12
15.9405,0.08309,0.7797,0.4655,0.3586,0.00466,11
15.95211,0.07126,0.7717,0.4481,0.3488,0.00631,9
